unique_id,date,dish,cuisine,type,rating,price,cooking_cost
135246885569872,2022-03-20,Hot & Sour Soup,Soups,Appetizer,3,65,45.5
135246885574432,2022-04-03,Chicken Soup,Soups,Appetizer,2,69,55.44
135246885569056,2022-06-11,Hot & Sour Soup,Soups,Appetizer,1,77,52.0
135246885568768,2022-04-27,Margherita Pizza,ItalianDish,MainCourse,1,91,49.32
135246885568864,2022-01-02,Spaghetti Bolognese,ItalianDish,MainCourse,1,68,43.86
135246885572848,2022-07-27,Chicken Soup,Soups,Appetizer,2,,
135246885576688,2022-02-28,Spaghetti Bolognese,ItalianDish,MainCourse,2,81,48.33
135246885576640,2022-02-04,Chicken Soup,Soups,Appetizer,1,76,46.51
135246885572992,2022-02-17,Margherita Pizza,ItalianDish,MainCourse,2,76,48.06
135246885577264,2022-03-26,Margherita Pizza,ItalianDish,MainCourse,2,73,58.4
135246885572176,2022-06-16,Spaghetti Bolognese,ItalianDish,MainCourse,1,71,58.74
135246885572896,2022-01-19,Chicken Soup,Soups,Appetizer,2,69,43.49
135246885572944,2022-10-09,Chicken Soup,Soups,Appetizer,2,,
135246885576304,2022-03-28,Margherita Pizza,ItalianDish,MainCourse,2,86,56.08
135246885575728,2022-01-30,Spaghetti Bolognese,ItalianDish,MainCourse,2,84,41.75
135246885572560,2022-01-26,Margherita Pizza,ItalianDish,MainCourse,1,71,57.96
135246885569200,,Tacos,MexicanDish,MainCourse,1,84,41.99
135246885568720,2022-02-22,Spaghetti Bolognese,ItalianDish,MainCourse,3,84,48.52
135246885575776,2022-04-11,Spaghetti Bolognese,ItalianDish,MainCourse,3,72,44.7
135246885572608,2022-01-08,Margherita Pizza,ItalianDish,MainCourse,1,98,41.91
135246885572416,,Chicken Soup,Soups,Appetizer,1,77,53.44
135246885576352,2022-01-16,Hot & Sour Soup,Soups,Appetizer,1,89,54.33
135246885568672,2022-09-06,Chicken Soup,Soups,Appetizer,2,90,49.21
135246885572080,2022-01-06,Spaghetti Bolognese,ItalianDish,MainCourse,2,86,43.76
135246885570592,2022-05-02,Enchiladas,MexicanDish,MainCourse,1,84,50.91
135246885575584,2022-07-03,Tomato Soup,Soups,Appetizer,2,85,44.52
135246885568960,2022-01-02,Tacos,MexicanDish,MainCourse,2,85,46.62
135246885571936,2022-05-26,Margherita Pizza,ItalianDish,MainCourse,3,91,51.47
135246885575536,2022-03-18,Tiramisu,ItalianDish,MainCourse,2,86,43.61
135246885575392,2022-02-19,Spaghetti Bolognese,ItalianDish,MainCourse,1,90,49.36
135246885575440,2022-01-09,Chicken Soup,Soups,Appetizer,2,91,48.33
135246885575920,2022-05-08,Margherita Pizza,ItalianDish,MainCourse,3,84,44.43
135246885575488,2022-01-22,Spaghetti Bolognese,ItalianDish,MainCourse,1,64,44.71
135246885574240,2022-05-18,Chicken Soup,Soups,Appetizer,1,76,53.17
135246885574000,2022-02-26,Tacos,MexicanDish,MainCourse,1,77,51.25
135246885572128,2022-04-21,Spaghetti Bolognese,ItalianDish,MainCourse,1,66,58.68
135246885569152,2022-05-18,Chicken Soup,Soups,Appetizer,1,67,48.35
135246885577360,,Chicken Soup,Soups,Appetizer,2,69,46.86
135246885577408,2022-03-27,Hot & Sour Soup,Soups,Appetizer,3,80,41.3
135246885568576,2022-01-16,Chicken Soup,Soups,Appetizer,3,86,53.93
135246885573280,2022-02-16,Enchiladas,MexicanDish,MainCourse,3,85,55.96
135246885577552,2022-02-07,Guacamole,MexicanDish,MainCourse,2,77,49.01
135246885577600,2022-05-20,Hot & Sour Soup,Soups,Appetizer,2,,
135246885577648,2022-05-21,Chicken Soup,Soups,Appetizer,2,85,57.17
135246885577456,2022-03-07,Spaghetti Bolognese,ItalianDish,MainCourse,1,67,50.49
135246885577504,2022-05-26,Margherita Pizza,ItalianDish,MainCourse,2,71,51.26
135246885572368,,Margherita Pizza,ItalianDish,MainCourse,3,78,49.24
135246885575968,2022-04-08,Hot & Sour Soup,Soups,Appetizer,3,85,41.24
135246885576016,2022-04-04,Enchiladas,MexicanDish,MainCourse,2,62,40.63
135246885577696,2022-05-13,Chicken Soup,Soups,Appetizer,3,67,50.36
135246885577744,2022-07-01,Chicken Soup,Soups,Appetizer,1,93,42.79
135246885576160,2022-01-14,Hot & Sour Soup,Soups,Appetizer,2,84,57.09
135246885576208,2022-05-16,Chicken Soup,Soups,Appetizer,2,60,42.33
135246885576256,2022-03-30,Margherita Pizza,ItalianDish,MainCourse,1,84,47.51
135246885576064,2022-08-11,Chicken Soup,Soups,Appetizer,2,87,47.75
135246885576112,2022-02-24,Hot & Sour Soup,Soups,Appetizer,1,88,47.74
135246885576496,2022-01-27,Chicken Soup,Soups,Appetizer,1,93,54.64
135246885576544,2022-03-19,Hot & Sour Soup,Soups,Appetizer,2,85,44.99
135246885574720,2022-03-31,Hot & Sour Soup,Soups,Appetizer,1,84,48.72
135246885574672,2022-07-19,Hot & Sour Soup,Soups,Appetizer,2,69,48.24
135246885574624,2022-04-17,Hot & Sour Soup,Soups,Appetizer,2,74,58.13
135246885574576,2022-01-09,Hot & Sour Soup,Soups,Appetizer,1,88,49.81
135246885574048,2022-04-09,Chicken Soup,Soups,Appetizer,2,73,47.03
135246885573952,2022-05-09,Spaghetti Bolognese,ItalianDish,MainCourse,3,69,54.71
135246885573856,2022-03-23,Margherita Pizza,ItalianDish,MainCourse,,83,49.93
135246885573760,,Tiramisu,ItalianDish,MainCourse,,73,56.2
135246885573712,2022-01-28,Hot & Sour Soup,Soups,Appetizer,,67,54.7
135246885573664,2022-06-07,Margherita Pizza,ItalianDish,MainCourse,1,90,44.43
135246885573616,2022-04-17,Tomato Soup,Soups,Appetizer,3,80,48.81
135246885573568,2022-03-18,Margherita Pizza,ItalianDish,MainCourse,3,72,40.21
135246885573520,2022-08-09,Hot & Sour Soup,Soups,Appetizer,3,78,41.64
135246885573472,2022-02-28,Chicken Soup,Soups,Appetizer,1,81,54.24
135246885573424,2022-04-11,Spaghetti Bolognese,ItalianDish,MainCourse,1,95,45.16
135246885573376,2022-03-18,Hot & Sour Soup,Soups,Appetizer,2,75,49.74
135246885573328,2022-04-25,Spaghetti Bolognese,ItalianDish,MainCourse,3,73,49.24
135246885572800,2022-05-27,Spaghetti Bolognese,ItalianDish,MainCourse,1,,
135246885572752,2022-07-15,Spaghetti Bolognese,ItalianDish,MainCourse,2,,
135246885571744,2022-05-08,Spaghetti Bolognese,ItalianDish,MainCourse,1,62,51.88
135246885571696,2022-06-09,Chicken Soup,Soups,Appetizer,1,91,43.54
135246885571648,2022-01-21,Hot & Sour Soup,Soups,Appetizer,2,83,44.71
135246885571600,2022-08-16,Spaghetti Bolognese,ItalianDish,MainCourse,1,74,45.1
135246885571552,2022-05-01,Chicken Soup,Soups,Appetizer,4,71,41.48
135246885571504,2022-05-02,Chicken Soup,Soups,Appetizer,2,,
135246885571456,2022-06-22,Chicken Soup,Soups,Appetizer,2,83,48.64
135246885571408,2022-02-03,Tiramisu,ItalianDish,MainCourse,3,72,48.11
135246885571360,2022-03-10,Hot & Sour Soup,Soups,Appetizer,2,67,50.98
135246885571312,2022-05-12,Tomato Soup,Soups,Appetizer,3,88,47.86
135246885571264,2022-01-15,Tomato Soup,Soups,Appetizer,2,72,55.04
135246885571216,2022-01-20,Spaghetti Bolognese,ItalianDish,MainCourse,2,71,54.18
135246885571168,2022-01-12,Margherita Pizza,ItalianDish,MainCourse,2,85,41.76
135246885571120,2022-01-26,Hot & Sour Soup,Soups,Appetizer,1,81,52.92
135246885571072,2022-04-19,Margherita Pizza,ItalianDish,MainCourse,2,75,42.85
135246885571024,2022-09-08,Hot & Sour Soup,Soups,Appetizer,2,78,47.86
135246885570976,,Margherita Pizza,ItalianDish,MainCourse,3,79,55.78
135246885570784,2022-09-08,Spaghetti Bolognese,ItalianDish,MainCourse,2,97,42.04
135246885570736,2022-10-26,Chicken Soup,Soups,Appetizer,2,97,49.18
135246885570544,2022-04-16,Margherita Pizza,ItalianDish,MainCourse,2,78,46.83
135246885570496,2022-06-07,Spaghetti Bolognese,ItalianDish,MainCourse,,87,55.07
135246885570448,2022-08-31,Hot & Sour Soup,Soups,Appetizer,1,68,51.03
135246885570400,,Spaghetti Bolognese,ItalianDish,MainCourse,1,64,54.71
135246885570352,2022-04-28,Hot & Sour Soup,Soups,Appetizer,1,,
135246885570304,2022-02-22,Spaghetti Bolognese,ItalianDish,MainCourse,2,78,44.75
135246885570256,2022-04-12,Hot & Sour Soup,Soups,Appetizer,3,83,54.41
135246885570208,2022-05-02,Tacos,MexicanDish,MainCourse,2,84,48.96
135246885569824,2022-05-11,Hot & Sour Soup,Soups,Appetizer,2,89,45.14
135246885576832,2022-06-30,Hot & Sour Soup,Soups,Appetizer,2,92,46.86
135246885576976,2022-03-26,Spaghetti Bolognese,ItalianDish,MainCourse,3,70,46.34
135246885577024,2022-03-30,Margherita Pizza,ItalianDish,MainCourse,2,85,46.12
135246885577072,2022-08-31,Spaghetti Bolognese,ItalianDish,MainCourse,2,83,45.43
135246885577120,2022-04-14,Tomato Soup,Soups,Appetizer,3,76,50.51
135246885569392,2022-03-10,Hot & Sour Soup,Soups,Appetizer,1,80,58.27
135246885569440,2022-02-23,Margherita Pizza,ItalianDish,MainCourse,2,80,52.08
135246885569488,,Chicken Soup,Soups,Appetizer,2,88,57.9
135246885569536,2022-02-25,Spaghetti Bolognese,ItalianDish,MainCourse,3,81,57.16
135246885569584,2022-07-28,Tiramisu,ItalianDish,MainCourse,3,71,47.81
135246885569632,2022-01-17,Chicken Soup,Soups,Appetizer,1,75,40.88
135246885569680,2022-07-19,Chicken Soup,Soups,Appetizer,2,91,50.11
135246885574768,2022-04-04,Chicken Soup,Soups,Appetizer,2,86,56.91
135246885574816,2022-01-18,Spaghetti Bolognese,ItalianDish,MainCourse,2,76,58.44
135246885574864,2022-07-30,Chicken Soup,Soups,Appetizer,1,80,43.94
135246885574912,2022-03-26,Spaghetti Bolognese,ItalianDish,MainCourse,4,83,56.29
135246885574960,2022-01-22,Margherita Pizza,ItalianDish,MainCourse,1,82,47.69
135246885569104,2022-01-26,Chicken Soup,Soups,Appetizer,3,70,51.32
135246885576448,2022-04-23,Spaghetti Bolognese,ItalianDish,MainCourse,2,80,51.44
135246885575200,2022-06-21,Hot & Sour Soup,Soups,Appetizer,1,71,51.37
135246885576880,2022-06-04,Spaghetti Bolognese,ItalianDish,MainCourse,2,62,41.47
135246885573040,2022-05-01,Spaghetti Bolognese,ItalianDish,MainCourse,2,,
135246885573136,2022-03-21,Hot & Sour Soup,Soups,Appetizer,2,75,50.91
135246885573184,2022-01-26,Spaghetti Bolognese,ItalianDish,MainCourse,3,75,50.97
135246885575104,2022-02-02,Chicken Soup,Soups,Appetizer,1,68,51.93
135246885568624,,Hot & Sour Soup,Soups,Appetizer,1,83,51.96
135246885577792,2022-02-08,Spaghetti Bolognese,ItalianDish,MainCourse,3,82,49.71
135246885577840,2022-06-29,Tomato Soup,Soups,Appetizer,2,76,43.36
135246885577888,2022-04-21,Tacos,MexicanDish,MainCourse,2,65,54.73
135246885577936,,Chicken Soup,Soups,Appetizer,2,72,44.36
135246885577984,2022-01-14,Spaghetti Bolognese,ItalianDish,MainCourse,3,67,55.1
135246885578032,2022-06-19,Spaghetti Bolognese,ItalianDish,MainCourse,,79,49.6
135246885578080,2022-07-17,Hot & Sour Soup,Soups,Appetizer,2,68,52.13
135246885578128,2022-08-17,Margherita Pizza,ItalianDish,MainCourse,2,82,48.94
135246885578176,2022-02-20,Hot & Sour Soup,Soups,Appetizer,3,67,52.99
135246885578224,2022-05-05,Margherita Pizza,ItalianDish,MainCourse,4,69,56.3
135246885578272,2022-09-18,Spaghetti Bolognese,ItalianDish,MainCourse,3,79,41.14
135246885578320,2022-03-14,Hot & Sour Soup,Soups,Appetizer,2,91,52.96
135246885578368,2022-02-22,Hot & Sour Soup,Soups,Appetizer,1,77,53.17
135246885578416,2022-01-19,Tacos,MexicanDish,MainCourse,3,64,46.75
135246885578464,2022-07-07,Hot & Sour Soup,Soups,Appetizer,1,,
135246885578512,2022-04-17,Tomato Soup,Soups,Appetizer,2,,
135246885578560,2022-02-21,Hot & Sour Soup,Soups,Appetizer,2,94,56.56
135246885578608,2022-02-06,Tomato Soup,Soups,Appetizer,1,66,54.54
135246885578656,2022-05-18,Margherita Pizza,ItalianDish,MainCourse,2,79,46.71
135246885578704,2022-02-06,Hot & Sour Soup,Soups,Appetizer,3,67,47.88
135246885578752,2022-06-14,Hot & Sour Soup,Soups,Appetizer,1,86,55.36
135246885578800,2022-02-04,Enchiladas,MexicanDish,MainCourse,1,85,46.13
135246885578848,2022-02-02,Chicken Soup,Soups,Appetizer,4,80,49.12
135246885578896,2022-06-01,Spaghetti Bolognese,ItalianDish,MainCourse,2,80,57.44
135246885578944,2022-02-23,Margherita Pizza,ItalianDish,MainCourse,2,66,49.9
135246885578992,2022-06-21,Tiramisu,ItalianDish,MainCourse,,68,50.44
135246885579040,2022-01-08,Spaghetti Bolognese,ItalianDish,MainCourse,1,80,48.27
135246885579088,2022-07-22,Hot & Sour Soup,Soups,Appetizer,2,96,50.93
135246885579136,2022-02-10,Chicken Soup,Soups,Appetizer,,84,47.5
135246885579184,2022-10-12,Margherita Pizza,ItalianDish,MainCourse,2,76,45.44
135246885579232,2022-07-02,Spaghetti Bolognese,ItalianDish,MainCourse,3,93,47.93
135246885579280,2022-07-10,Margherita Pizza,ItalianDish,MainCourse,3,87,54.81
135246885579328,2022-01-25,Tacos,MexicanDish,MainCourse,2,,
135246885579376,2022-03-03,Chicken Soup,Soups,Appetizer,1,,
135246885579424,2022-06-18,Margherita Pizza,ItalianDish,MainCourse,1,79,52.81
135246885579472,,Hot & Sour Soup,Soups,Appetizer,3,80,40.07
135246885579520,2022-01-22,Chicken Soup,Soups,Appetizer,2,,
135246885579568,2022-01-23,Hot & Sour Soup,Soups,Appetizer,4,89,50.74
135246885579616,2022-10-06,Chicken Soup,Soups,Appetizer,1,85,48.08
135246885579664,2022-04-22,Chicken Soup,Soups,Appetizer,2,,
135246885579712,2022-03-28,Hot & Sour Soup,Soups,Appetizer,3,87,46.44
135246885579760,2022-01-12,Spaghetti Bolognese,ItalianDish,MainCourse,1,81,45.55
135246885579808,2022-03-12,Chicken Soup,Soups,Appetizer,4,75,53.64
135246885579856,2022-01-17,Hot & Sour Soup,Soups,Appetizer,3,82,49.35
135246885579904,2022-05-20,Spaghetti Bolognese,ItalianDish,MainCourse,1,79,49.36
135246885579952,2022-03-22,Hot & Sour Soup,Soups,Appetizer,2,83,50.99
135246885580000,2022-03-17,Tiramisu,ItalianDish,MainCourse,1,80,53.48
135246885580048,2022-01-06,Guacamole,MexicanDish,MainCourse,1,74,47.56
135246885580096,2022-04-26,Chicken Soup,Soups,Appetizer,1,78,46.13
135246885580144,2022-06-19,Tacos,MexicanDish,MainCourse,5,86,58.16
135246885580192,,Hot & Sour Soup,Soups,Appetizer,2,87,42.76
135246885580240,,Hot & Sour Soup,Soups,Appetizer,4,74,49.53
135246885580288,2022-02-11,Hot & Sour Soup,Soups,Appetizer,1,93,54.03
135246885580336,2022-02-07,Tacos,MexicanDish,MainCourse,1,83,51.63
135246885580384,,Spaghetti Bolognese,ItalianDish,MainCourse,,89,57.72
135246885580432,2022-02-08,Spaghetti Bolognese,ItalianDish,MainCourse,2,66,51.48
135246885580480,2022-01-25,Margherita Pizza,ItalianDish,MainCourse,2,76,52.05
135246885580528,2022-04-09,Chicken Soup,Soups,Appetizer,,74,56.23
135246885580576,2022-01-25,Margherita Pizza,ItalianDish,MainCourse,1,83,57.02
135246885580624,2022-02-23,Chicken Soup,Soups,Appetizer,1,75,47.47
135246885580672,2022-02-02,Hot & Sour Soup,Soups,Appetizer,2,94,48.06
135246885580720,2022-03-12,Margherita Pizza,ItalianDish,MainCourse,3,81,43.16
135246885580768,2022-10-05,Chicken Soup,Soups,Appetizer,1,81,51.75
135246885580816,2022-03-13,Spaghetti Bolognese,ItalianDish,MainCourse,2,77,57.53
135246885580864,2022-02-07,Margherita Pizza,ItalianDish,MainCourse,2,86,46.3
135246885580912,2022-08-01,Tomato Soup,Soups,Appetizer,1,97,53.12
135246885580960,,Margherita Pizza,ItalianDish,MainCourse,4,73,43.55
135246885581008,2022-01-06,Hot & Sour Soup,Soups,Appetizer,1,84,45.26
135246885581056,2022-07-10,Spaghetti Bolognese,ItalianDish,MainCourse,2,70,49.2
135246885581104,2022-02-11,Chicken Soup,Soups,Appetizer,1,85,52.01
135246885581152,2022-11-19,Margherita Pizza,ItalianDish,MainCourse,1,88,56.06
135246885581200,2022-05-22,Chicken Soup,Soups,Appetizer,2,77,51.65
135246885581248,2022-01-28,Chicken Soup,Soups,Appetizer,4,89,50.84
135246885581296,,Margherita Pizza,ItalianDish,MainCourse,3,,
135246885581344,2022-02-23,Tiramisu,ItalianDish,MainCourse,1,94,52.6
135246885581392,2022-07-12,Tacos,MexicanDish,MainCourse,2,70,42.16
135246885581440,2022-02-22,Spaghetti Bolognese,ItalianDish,MainCourse,1,82,51.28
135246885581488,2022-01-15,Margherita Pizza,ItalianDish,MainCourse,2,80,51.66
135246885581536,2022-01-21,Chicken Soup,Soups,Appetizer,1,,
135246885581584,2022-08-11,Spaghetti Bolognese,ItalianDish,MainCourse,2,81,50.46
135246885581632,2022-04-30,Spaghetti Bolognese,ItalianDish,MainCourse,1,68,56.16
135246885581680,2022-10-21,Chicken Soup,Soups,Appetizer,1,65,42.87
135246885581728,2022-05-02,Spaghetti Bolognese,ItalianDish,MainCourse,1,77,49.52
135246885581776,2022-06-11,Spaghetti Bolognese,ItalianDish,MainCourse,3,65,54.25
135246885581824,2022-01-08,Hot & Sour Soup,Soups,Appetizer,2,,
135246885581872,2022-01-15,Tacos,MexicanDish,MainCourse,2,97,46.33
135246885581920,2022-03-11,Chicken Soup,Soups,Appetizer,3,88,54.34
135246885581968,2022-01-04,Margherita Pizza,ItalianDish,MainCourse,3,71,53.05
135246885582016,2022-02-04,Spaghetti Bolognese,ItalianDish,MainCourse,1,88,57.93
135246885582064,2022-04-27,Spaghetti Bolognese,ItalianDish,MainCourse,1,90,40.04
135246885582112,2022-04-22,Enchiladas,MexicanDish,MainCourse,2,79,53.32
135246885582160,2022-02-01,Chicken Soup,Soups,Appetizer,1,91,50.19
135246885582208,2022-05-13,Hot & Sour Soup,Soups,Appetizer,2,82,43.55
135246885582256,2022-08-21,Chicken Soup,Soups,Appetizer,2,,
135246885582304,2022-02-15,Hot & Sour Soup,Soups,Appetizer,2,98,52.75
135246885582352,2022-03-01,Chicken Soup,Soups,Appetizer,2,84,57.93
135246885582400,2022-02-04,Hot & Sour Soup,Soups,Appetizer,1,77,51.56
135246885582448,2023-01-01,Chicken Soup,Soups,Appetizer,2,94,43.44
135246885582496,2022-08-19,Margherita Pizza,ItalianDish,MainCourse,2,66,47.0
135246885582544,2022-01-27,Hot & Sour Soup,Soups,Appetizer,1,,
135246885582592,2022-05-23,Spaghetti Bolognese,ItalianDish,MainCourse,2,87,53.22
135246885582640,2022-03-09,Margherita Pizza,ItalianDish,MainCourse,1,87,57.92
135246885582688,2022-09-08,Margherita Pizza,ItalianDish,MainCourse,2,79,50.7
135246885582736,2022-07-10,Chicken Soup,Soups,Appetizer,2,88,50.56
135246885582784,2022-03-27,Margherita Pizza,ItalianDish,MainCourse,2,65,43.75
135246885582832,2022-07-27,Hot & Sour Soup,Soups,Appetizer,2,69,50.68
135246885582880,2022-05-24,Tomato Soup,Soups,Appetizer,3,72,54.32
135246885582928,2022-01-25,Margherita Pizza,ItalianDish,MainCourse,2,81,50.39
135246885582976,,Chicken Soup,Soups,Appetizer,2,82,44.95
135246885583024,2022-01-19,Hot & Sour Soup,Soups,Appetizer,3,72,53.11
135246885583072,2022-05-28,Spaghetti Bolognese,ItalianDish,MainCourse,,85,54.97
135246885583120,2022-02-09,Margherita Pizza,ItalianDish,MainCourse,2,76,53.49
135246885583168,2022-03-23,Spaghetti Bolognese,ItalianDish,MainCourse,3,63,51.13
135246885583216,2022-02-26,Margherita Pizza,ItalianDish,MainCourse,2,94,42.56
135246885583264,2022-07-09,Chicken Soup,Soups,Appetizer,2,82,46.65
135246885583312,2022-01-09,Chicken Soup,Soups,Appetizer,1,89,49.05
135246885583360,2022-02-14,Spaghetti Bolognese,ItalianDish,MainCourse,2,67,58.22
135246885583408,2022-02-23,Spaghetti Bolognese,ItalianDish,MainCourse,2,77,46.69
135246885583456,2022-03-08,Spaghetti Bolognese,ItalianDish,MainCourse,1,73,44.23
135246885583504,2022-02-11,Hot & Sour Soup,Soups,Appetizer,1,61,44.89
135246885583552,2022-06-05,Spaghetti Bolognese,ItalianDish,MainCourse,3,71,54.57
135246885583600,2022-01-31,Margherita Pizza,ItalianDish,MainCourse,3,81,47.68
135246885583648,2022-06-01,Margherita Pizza,ItalianDish,MainCourse,2,87,45.92
135246885583696,2022-03-04,Spaghetti Bolognese,ItalianDish,MainCourse,2,62,51.73
135246885583744,,Margherita Pizza,ItalianDish,MainCourse,1,69,47.39
135246885583792,2022-04-20,Chicken Soup,Soups,Appetizer,3,72,57.06
135246885583840,2022-04-24,Margherita Pizza,ItalianDish,MainCourse,2,78,42.27
135246885583888,2022-07-01,Tomato Soup,Soups,Appetizer,1,72,44.92
135246885583936,2022-08-24,Tiramisu,ItalianDish,MainCourse,1,89,54.58
135246885583984,2022-02-05,Tiramisu,ItalianDish,MainCourse,2,90,53.63
135246885584032,2022-03-07,Spaghetti Bolognese,ItalianDish,MainCourse,2,,
135246885584080,2022-01-24,Margherita Pizza,ItalianDish,MainCourse,1,86,50.35
135246885584128,2022-09-01,Spaghetti Bolognese,ItalianDish,MainCourse,1,73,40.62
135246885584176,2022-04-17,Hot & Sour Soup,Soups,Appetizer,2,,
135246885584224,2022-01-13,Enchiladas,MexicanDish,MainCourse,2,95,45.65
135246885584272,2022-06-03,Spaghetti Bolognese,ItalianDish,MainCourse,1,87,48.14
135246885584320,2022-08-28,Margherita Pizza,ItalianDish,MainCourse,1,90,49.21
135246885584368,,Tomato Soup,Soups,Appetizer,3,86,53.25
135246885584416,2022-02-14,Spaghetti Bolognese,ItalianDish,MainCourse,2,79,46.58
135246885584464,2022-03-03,Margherita Pizza,ItalianDish,MainCourse,2,95,48.55
135246885584512,2022-03-16,Chicken Soup,Soups,Appetizer,1,77,55.26
135246885584560,2022-05-29,Tomato Soup,Soups,Appetizer,2,89,50.36
135246885584608,2022-04-28,Spaghetti Bolognese,ItalianDish,MainCourse,2,67,43.86
135246885584656,2022-04-11,Spaghetti Bolognese,ItalianDish,MainCourse,4,87,46.04
135246885584704,2022-03-02,Spaghetti Bolognese,ItalianDish,MainCourse,2,65,55.1
135246885584752,2022-03-16,Hot & Sour Soup,Soups,Appetizer,3,78,49.18
135246885584800,2022-07-22,Hot & Sour Soup,Soups,Appetizer,3,96,47.76
135246885584848,2022-02-25,Enchiladas,MexicanDish,MainCourse,4,77,46.05
135247797645904,2022-01-13,Chicken Soup,Soups,Appetizer,2,75,40.33
135247797648640,2022-08-18,Spaghetti Bolognese,ItalianDish,MainCourse,1,81,54.8
135247797644656,2022-01-15,Spaghetti Bolognese,ItalianDish,MainCourse,1,87,52.1
135247797644608,2022-02-03,Hot & Sour Soup,Soups,Appetizer,2,78,49.44
135247797642688,2022-01-14,Tomato Soup,Soups,Appetizer,1,77,45.4
135247797634672,2022-02-15,Hot & Sour Soup,Soups,Appetizer,3,,
135247797644512,2022-01-11,Spaghetti Bolognese,ItalianDish,MainCourse,3,79,51.47
135247797635248,2022-04-07,Margherita Pizza,ItalianDish,MainCourse,2,87,45.34
135247797635536,2022-03-17,Spaghetti Bolognese,ItalianDish,MainCourse,1,69,46.63
135247797642592,2022-02-07,Spaghetti Bolognese,ItalianDish,MainCourse,1,85,43.15
135247797647680,2022-01-12,Spaghetti Bolognese,ItalianDish,MainCourse,1,99,49.27
135247797644752,2022-01-16,Hot & Sour Soup,Soups,Appetizer,2,80,48.22
